retailer_country,order_method_type,retailer_type,product_line,product_type,product,year,quarter,revenue,quantity,gross_margin
Canada,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2013,Q1 2013,145920.0,1920,0.38789474
Finland,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2012,Q2 2012,4184.6,854,0.60204082
Austria,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,730.0,146,0.61
Netherlands,Web,Eyewear Store,Personal Accessories,Navigation,Glacier GPS,2014,Q1 2014,57558.6,612,0.30887826
France,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q3 2014,17046.92,731,0.31689537
Singapore,Web,Equipment Rental Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,53079.49,439,0.56992805
United Kingdom,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,3267.0,1485,0.61363636
Brazil,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2014,Q2 2014,24702.0,69,0.35742086
Italy,Web,Outdoors Shop,Personal Accessories,Watches,Infinity,2013,Q2 2013,191165.4,817,0.45716254
Italy,E-mail,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,12508.65,315,0.40745404
Germany,Telephone,Direct Marketing,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,7525.98,462,0.53959484
Finland,Web,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,427935.0,362,0.49850491
Italy,Web,Eyewear Store,Personal Accessories,Watches,TX,2013,Q1 2013,15372.0,81,0.45583138
China,Web,Sports Store,Personal Accessories,Eyewear,Maximus,2013,Q4 2013,195821.7,2239,0.50454745
Italy,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q2 2013,18644.61,267,0.41028211
Canada,E-mail,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 200,2013,Q3 2013,40421.02,74,0.32198891
Belgium,Web,Sports Store,Camping Equipment,Lanterns,Firefly Extreme,2012,Q4 2012,4419.36,88,0.44006372
Switzerland,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2012,Q4 2012,55508.32,464,0.5440107
Canada,E-mail,Outdoors Shop,Personal Accessories,Knives,Max Gizmo,2013,Q2 2013,1701.0,42,0.57777778
Sweden,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q1 2013,131505.88,374,0.28900518
United Kingdom,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2012,Q2 2012,11457.48,189,0.56863551
Germany,Web,Eyewear Store,Personal Accessories,Eyewear,Zone,2014,Q3 2014,40739.4,1180,0.34082387
Japan,Web,Sports Store,Camping Equipment,Tents,Star Dome,2012,Q3 2012,109519.36,179,0.35277197
Belgium,Web,Outdoors Shop,Personal Accessories,Watches,Kodiak,2012,Q2 2012,15278.1,127,0.43752692
Japan,Mail,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q2 2013,2669.4,18,0.5111261
Austria,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q2 2013,32501.95,1613,0.40131992
Netherlands,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,13837.32,867,0.53007519
Netherlands,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2012,Q2 2012,9920.0,62,0.42487298
France,Telephone,Warehouse Store,Camping Equipment,Tents,Star Lite,2012,Q4 2012,83500.8,240,0.28144401
Australia,Telephone,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2013,Q3 2013,28576.0,376,0.48723684
Japan,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2013,Q3 2013,24886.32,776,0.3763642
Netherlands,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,40161.0,550,0.2810189
Sweden,Web,Sports Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,13740.75,465,0.31938213
Switzerland,Web,Eyewear Store,Personal Accessories,Watches,TX,2014,Q3 2014,2994.0,15,0.46012024
Canada,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q4 2013,82104.25,3013,0.5306422
Belgium,Sales visit,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q3 2013,52147.2,192,0.38637703
Brazil,Web,Sports Store,Personal Accessories,Eyewear,Polar Sun,2012,Q3 2012,26107.3,428,0.57129998
Sweden,Web,Sports Store,Camping Equipment,Tents,Star Gazer 2,2012,Q2 2012,93069.9,170,0.28293788
Japan,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q3 2013,3385.0,677,0.63
Belgium,Web,Eyewear Store,Personal Accessories,Eyewear,Retro,2013,Q3 2013,10024.0,160,0.44660814
Denmark,Web,Department Store,Personal Accessories,Watches,Lux,2012,Q2 2012,15259.2,88,0.47571039
Austria,Web,Department Store,Personal Accessories,Navigation,Trail Scout,2013,Q2 2013,9520.0,40,0.35886555
Netherlands,Web,Eyewear Store,Personal Accessories,Navigation,Trail Scout,2012,Q4 2012,10234.0,43,0.35177839
United States,Fax,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,3405.78,318,0.76190476
United States,Web,Department Store,Personal Accessories,Watches,Zodiak,2014,Q2 2014,94060.5,859,0.426743
Belgium,Web,Department Store,Personal Accessories,Watches,Venue,2014,Q1 2014,3796.0,52,0.42958904
Australia,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2013,Q3 2013,5352.8,106,0.39359588
Mexico,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,2012,Q3 2012,19852.8,132,0.32905585
United States,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2014,Q3 2014,67518.26,1925,0.4657075
Mexico,Sales visit,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q4 2012,148751.04,178,0.44955007
United Kingdom,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q2 2013,15765.97,187,0.51132724
Brazil,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q4 2013,80367.99,567,0.3932659
China,Web,Sports Store,Personal Accessories,Eyewear,Cat Eye,2012,Q3 2012,95647.55,2997,0.32496556
China,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Extreme,2012,Q3 2012,7991.79,55,0.50105045
Denmark,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2013,Q4 2013,19170.9,306,0.4581016
United Kingdom,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2012,Q3 2012,23628.0,66,0.33470628
Netherlands,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2012,Q4 2012,102788.64,123,0.44955007
Switzerland,Special,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2012,Q2 2012,14088.6,270,0.32981985
China,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q1 2014,61468.96,1988,0.35316947
China,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q2 2013,104560.11,239,0.45397609
United Kingdom,Web,Outdoors Shop,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,12627.78,318,0.40745404
Germany,Web,Outdoors Shop,Personal Accessories,Eyewear,Bella,2012,Q2 2012,40500.0,600,0.44973185
Netherlands,Web,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q2 2013,1074.0,179,0.54
Singapore,Web,Warehouse Store,Personal Accessories,Eyewear,Polar Sports,2013,Q3 2013,8417.5,70,0.51035343
Spain,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2012,Q2 2012,20567.52,648,0.36988028
United Kingdom,Web,Outdoors Shop,Personal Accessories,Watches,Lux,2014,Q1 2014,49938.0,294,0.48722336
Denmark,Web,Department Store,Personal Accessories,Watches,Zodiak,2012,Q2 2012,5020.8,48,0.42466539
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,399571.71,2829,0.39111305
United States,Sales visit,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS,2013,Q4 2013,61543.95,555,0.33772207
Poland,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2012,Q4 2012,121205.35,155,0.3733775
Spain,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2014,Q1 2014,5900.7,178,0.34057315
Switzerland,Sales visit,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2014,Q1 2014,11525.0,25,0.52060738
Australia,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,53974.74,438,0.35437799
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Hawk Eye,2012,Q4 2012,184437.0,4554,0.40075121
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2013,Q1 2013,126464.38,3407,0.5056438
Denmark,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,5152.0,175,0.38858696
United States,Web,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2013,Q1 2013,190560.5,3086,0.29117409
Mexico,Sales visit,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,2012,Q2 2012,13752.2,77,0.29165733
France,Sales visit,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,10360.68,1034,0.47704591
France,Web,Outdoors Shop,Camping Equipment,Tents,Star Peg,2013,Q1 2013,2902.74,1437,0.5049505
United Kingdom,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,2655.0,531,0.608
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q1 2014,484806.0,1785,0.38637703
Italy,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Kettle,2012,Q4 2012,25841.97,2079,0.58889783
Australia,Special,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2012,Q2 2012,1886.0,82,0.60869565
China,Web,Direct Marketing,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q2 2014,185672.64,527,0.39449932
Canada,Web,Eyewear Store,Personal Accessories,Knives,Max Gizmo,2014,Q2 2014,4369.1,108,0.54004944
Belgium,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS,2014,Q1 2014,54266.85,577,0.30887826
Austria,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2012,Q4 2012,10172.94,258,0.51382196
United States,Web,Equipment Rental Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,11341.68,1099,0.72868217
Canada,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q1 2014,216868.68,861,0.40447832
Belgium,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2014,Q2 2014,106044.26,322,0.30862661
Spain,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Signal Mirror,2014,Q3 2014,8108.1,351,0.38787879
Australia,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,47509.07,749,0.26880025
Netherlands,Sales visit,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q4 2013,58708.76,116,0.4511865
Finland,Web,Sports Store,Personal Accessories,Watches,Venue,2012,Q4 2012,50078.0,686,0.41357402
Mexico,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q3 2013,39785.78,827,0.37641037
Japan,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q3 2013,55738.8,2686,0.40661388
Netherlands,Web,Outdoors Shop,Personal Accessories,Knives,Single Edge,2014,Q2 2014,64269.16,5294,0.29489292
Canada,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2012,Q3 2012,133541.46,153,0.43751289
Canada,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2012,Q3 2012,23020.73,997,0.31009095
Canada,Web,Department Store,Camping Equipment,Tents,Star Peg,2014,Q3 2014,4419.36,2232,0.49494949
Germany,Web,Outdoors Shop,Personal Accessories,Navigation,Auto Pilot,2014,Q1 2014,6815.0,29,0.34744681
Poland,Web,Department Store,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2013,Q3 2013,11404.29,291,0.44628732
Italy,Web,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Shelter Stick,2012,Q2 2012,3978.8,812,0.6
Italy,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Climbing Helmet,2012,Q3 2012,62186.64,894,0.24468085
United Kingdom,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q3 2014,34070.52,1461,0.31689537
Mexico,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2013,Q3 2013,60610.0,1595,0.48631579
United Kingdom,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q2 2013,7585.2,588,0.59685308
France,Telephone,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2012,Q2 2012,15163.0,295,0.56498054
Canada,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q4 2013,19432.65,1101,0.52124646
Poland,Web,Department Store,Personal Accessories,Watches,Sam,2013,Q4 2013,55435.6,1172,0.40156073
Mexico,Web,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2014,Q3 2014,16454.2,98,0.53430613
Singapore,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,44994.56,52,0.51345229
Singapore,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2014,Q1 2014,56992.35,1654,0.33102162
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2013,Q3 2013,48853.97,1243,0.44788315
United States,Web,Sports Store,Personal Accessories,Watches,Venue,2014,Q3 2014,104463.0,1431,0.43424658
Japan,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q2 2014,23345.97,159,0.41428863
United Kingdom,Web,Outdoors Shop,Personal Accessories,Knives,Single Edge,2012,Q2 2012,70026.21,5801,0.29088608
Spain,Web,Sports Store,Personal Accessories,Eyewear,Bella,2013,Q3 2013,10665.0,158,0.45539991
Mexico,Web,Eyewear Store,Personal Accessories,Eyewear,Maximus,2014,Q1 2014,66865.9,787,0.5096861
Japan,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2012,Q4 2012,528110.44,442,0.42250716
Austria,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,36303.24,1132,0.3763642
Singapore,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2014,Q3 2014,37143.63,47,0.37997444
Germany,Telephone,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2013,Q4 2013,15622.75,253,0.29117409
Mexico,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Climbing Helmet,2012,Q3 2012,30536.84,439,0.24468085
Canada,Telephone,Sports Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q3 2013,32095.58,506,0.26880025
Austria,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2014,Q2 2014,30370.29,947,0.3763642
Brazil,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,BugShield Lotion,2012,Q2 2012,8225.14,1199,0.66034985
United Kingdom,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,1110.0,222,0.61
China,Web,Outdoors Shop,Outdoor Protection,First Aid,Calamine Relief,2012,Q3 2012,894.0,149,0.52833333
Brazil,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Butane,2014,Q1 2014,5147.2,80,0.36851104
Sweden,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,13572.24,582,0.31689537
Germany,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Journey Backpack,2012,Q4 2012,49851.23,143,0.38805542
Singapore,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2013,Q2 2013,10782.0,599,0.52611111
France,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q1 2014,200923.94,448,0.46736939
Germany,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2012,Q4 2012,45120.0,282,0.47643196
Brazil,Web,Department Store,Camping Equipment,Tents,Star Dome,2014,Q1 2014,64308.4,104,0.35958599
Japan,Telephone,Eyewear Store,Personal Accessories,Eyewear,Inferno,2013,Q4 2013,13904.8,191,0.43804945
Mexico,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q4 2013,418427.8,1190,0.28900518
Australia,Web,Golf Shop,Personal Accessories,Knives,Max Gizmo,2012,Q2 2012,19214.6,503,0.53865498
Finland,Web,Sports Store,Personal Accessories,Eyewear,Maximus,2014,Q2 2014,125091.9,1414,0.49954394
Poland,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2014,Q3 2014,9463.1,547,0.5
Singapore,Web,Department Store,Personal Accessories,Binoculars,Seeker 35,2012,Q3 2012,43249.89,437,0.28069112
Belgium,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Digital,2013,Q4 2013,2330.16,56,0.51934631
Austria,Web,Outdoors Shop,Personal Accessories,Watches,Venue,2012,Q3 2012,79789.0,1093,0.41198336
Mexico,Web,Eyewear Store,Personal Accessories,Navigation,Glacier GPS,2013,Q2 2013,13750.36,124,0.33772207
Denmark,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,695.0,139,0.608
Brazil,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q1 2014,19690.65,735,0.38596491
Austria,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q2 2013,208533.45,178,0.50280159
Germany,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2012,Q3 2012,82334.6,190,0.49000785
Austria,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q4 2013,5595.05,317,0.52124646
Spain,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,35786.01,3093,0.4295592
Brazil,Web,Sports Store,Personal Accessories,Knives,Single Edge,2012,Q3 2012,48191.18,3992,0.29091755
Japan,Mail,Equipment Rental Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2012,Q3 2012,33325.56,531,0.26099426
Sweden,Web,Department Store,Personal Accessories,Eyewear,Trendi,2014,Q2 2014,18486.3,366,0.40144972
Sweden,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q3 2013,9372.0,114,0.49871959
Austria,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Climbing Helmet,2014,Q1 2014,75221.0,1070,0.25263158
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,89595.54,1227,0.2810189
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2012,Q4 2012,241652.6,2020,0.5440107
Australia,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,88156.96,2858,0.51370828
China,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2012,Q4 2012,11807.9,586,0.3971138
Canada,Web,Sports Store,Personal Accessories,Knives,Edge Extreme,2013,Q3 2013,39229.95,345,0.2964559
France,Telephone,Outdoors Shop,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,83548.3,151,0.2904934
China,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,10253.0,2074,0.62577782
Austria,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2014,Q1 2014,19524.96,1872,0.67401726
Spain,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q2 2013,101308.0,433,0.45110041
Mexico,Web,Outdoors Shop,Personal Accessories,Eyewear,Inferno,2012,Q3 2012,15605.45,242,0.39922399
Germany,Web,Direct Marketing,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,32041.15,265,0.56992805
Netherlands,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,3036.0,506,0.69
Denmark,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q3 2013,8029.78,646,0.51729686
Sweden,Web,Outdoors Shop,Personal Accessories,Eyewear,Cat Eye,2014,Q3 2014,29293.45,934,0.34236357
Netherlands,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q2 2013,15814.23,135,0.49736408
Japan,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2012,Q3 2012,54554.22,203,0.37984669
United States,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q2 2013,83544.34,401,0.61745224
Japan,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2012,Q4 2012,3655.4,746,0.60204082
France,Telephone,Direct Marketing,Outdoor Protection,First Aid,Aloe Relief,2013,Q3 2013,230.12,44,0.63288719
Australia,Web,Department Store,Personal Accessories,Watches,Sam,2014,Q3 2014,5534.1,117,0.402537
United Kingdom,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2014,Q2 2014,1422.32,23,0.58441138
Brazil,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2012,Q3 2012,2299.08,102,0.60070985
France,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2014,Q1 2014,93513.63,77,0.49030959
Mexico,Sales visit,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q3 2013,46118.7,135,0.48343188
France,Web,Outdoors Shop,Personal Accessories,Watches,Venue,2013,Q4 2013,174981.0,2397,0.42785811
Austria,Telephone,Department Store,Personal Accessories,Eyewear,Polar Wave,2012,Q2 2012,1338.68,14,0.56996444
Mexico,Web,Outdoors Shop,Personal Accessories,Knives,Bear Survival Edge,2012,Q3 2012,9802.75,113,0.48126801
Spain,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2012,Q3 2012,8802.36,499,0.51643991
